time,flux,flux_err
1350.9050896239216,9295.933,12.4586525
1350.9064785131866,9288.597,12.455074
1350.9078674024515,9268.125,12.447399
1350.909256291715,9286.083,12.4626875
1350.9106451808627,9328.547,12.470983
1350.9120340701277,9266.206,12.4444895
1350.9134229593917,9303.187,12.4599085
1350.9148118485396,9270.828,12.464361
1350.9162007378038,9282.345,12.45101
1350.9175896270679,9269.914,12.448001
1350.9189785162164,9276.402,12.447081
1350.9203674054813,9283.993,12.454501
1350.9217562946283,9279.98,12.453914
1350.9231451838925,9270.702,12.447743
1350.924534073041,9280.368,12.452746
1350.92731185157,9278.132,12.456245
1350.9287007407172,9270.187,12.447369
1350.930089629982,9271.891,12.447953
1350.9314785191302,9281.802,12.45768
1350.9328674082774,9267.314,12.450883
1350.9342562975414,9297.115,12.46183
1350.93564518669,9286.975,12.467993
1350.9370340759542,9300.303,12.453039
1350.9384229651025,9292.071,12.461902
1350.9398118542506,9290.307,12.4586115
1350.941200743514,9279.216,12.44688
1350.9425896326622,9286.403,12.448462
1350.9439785218108,9307.016,12.469538
1350.9453674110744,9276.976,12.452356
1350.946756300222,9269.803,12.44241
1350.9481451893705,9289.458,12.457909
1350.9495340786355,9284.13,12.4679785
1350.950922967783,9284.511,12.465057
1350.9523118569302,9262.811,12.453313
1350.9537007460788,9281.875,12.452178
1350.9550896353437,9262.073,12.448188
1350.9564785244913,9300.905,12.459069
1350.957867413639,9291.057,12.460126
1350.959256302787,9266.144,12.439224
1350.9606451919346,9271.778,12.446927
1350.9620340810832,9294.42,12.45739
1350.9634229702308,9283.533,12.455989
1350.964811859378,9299.95,12.455545
1350.966200748643,9313.702,12.462976
1350.9675896377912,9281.066,12.452646
1350.9689785269381,9283.256,12.445177
1350.9703674160862,9285.256,12.450901
1350.9717563052345,9300.519,12.481279
1350.9731451943828,9267.4,12.441734
1350.974534083531,9278.714,12.451564
1350.9759229726778,9288.574,12.45138
1350.9773118618261,9278.015,12.4576025
1350.9787007509747,9295.621,12.452083
1350.9800896400059,9276.327,12.446656
1350.981478529154,9273.0625,12.448738
1350.9828674183016,9302.335,12.456114
1350.9842563074492,9292.09,12.457275
1350.9856451965977,9273.594,12.449741
1350.9870340857456,9276.007,12.44738
1350.9884229748925,9271.971,12.446112
1350.9912007530731,9280.857,12.458814
1350.9925896422203,9284.112,12.445207
1350.993978531368,9310.407,12.461065
